ID,NonBurned,Burned,Harvested,%NonBurned,%Burned,%Harvested
121,388,0,12,0.970,0.000,0.030
122,378,10,12,0.945,0.025,0.030
123,306,82,12,0.765,0.205,0.030
124,335,53,12,0.838,0.133,0.030
125,343,45,12,0.858,0.113,0.030
126,303,85,12,0.757,0.212,0.030
127,388,0,12,0.970,0.000,0.030
128,354,34,12,0.885,0.085,0.030
129,388,0,12,0.970,0.000,0.030
130,361,27,12,0.902,0.068,0.030
131,346,42,12,0.865,0.105,0.030
132,361,27,12,0.902,0.068,0.030
133,329,59,12,0.823,0.147,0.030
134,353,35,12,0.882,0.087,0.030
135,388,0,12,0.970,0.000,0.030
136,355,33,12,0.887,0.083,0.030
137,307,81,12,0.767,0.203,0.030
138,312,76,12,0.780,0.190,0.030
139,331,57,12,0.828,0.142,0.030
140,352,36,12,0.880,0.090,0.030
141,372,16,12,0.930,0.040,0.030
142,304,84,12,0.760,0.210,0.030
143,343,45,12,0.858,0.113,0.030
144,350,38,12,0.875,0.095,0.030
145,340,48,12,0.850,0.120,0.030
146,299,89,12,0.748,0.223,0.030
147,284,104,12,0.710,0.260,0.030
148,297,91,12,0.743,0.228,0.030
149,340,48,12,0.850,0.120,0.030
150,349,39,12,0.873,0.098,0.030
151,344,44,12,0.860,0.110,0.030
152,340,48,12,0.850,0.120,0.030
153,354,34,12,0.885,0.085,0.030
154,351,37,12,0.877,0.092,0.030
155,352,36,12,0.880,0.090,0.030
156,309,79,12,0.772,0.198,0.030
157,335,53,12,0.838,0.133,0.030
158,342,46,12,0.855,0.115,0.030
159,279,109,12,0.698,0.273,0.030
160,388,0,12,0.970,0.000,0.030
161,317,71,12,0.792,0.177,0.030
162,302,86,12,0.755,0.215,0.030
163,355,33,12,0.887,0.083,0.030
164,340,48,12,0.850,0.120,0.030
165,313,75,12,0.782,0.188,0.030
166,303,85,12,0.757,0.212,0.030
167,320,68,12,0.800,0.170,0.030
168,388,0,12,0.970,0.000,0.030
169,306,82,12,0.765,0.205,0.030
170,327,61,12,0.818,0.152,0.030
171,346,42,12,0.865,0.105,0.030
172,310,78,12,0.775,0.195,0.030
173,339,49,12,0.848,0.122,0.030
174,308,80,12,0.770,0.200,0.030
175,320,68,12,0.800,0.170,0.030
176,359,29,12,0.897,0.072,0.030
177,358,30,12,0.895,0.075,0.030
178,343,45,12,0.858,0.113,0.030
179,344,44,12,0.860,0.110,0.030
180,314,74,12,0.785,0.185,0.030
181,342,46,12,0.855,0.115,0.030
182,370,18,12,0.925,0.045,0.030
183,388,0,12,0.970,0.000,0.030
184,361,27,12,0.902,0.068,0.030
185,340,48,12,0.850,0.120,0.030
186,355,33,12,0.887,0.083,0.030
187,388,0,12,0.970,0.000,0.030
188,303,85,12,0.757,0.212,0.030
189,337,51,12,0.843,0.128,0.030
190,343,45,12,0.858,0.113,0.030
191,354,34,12,0.885,0.085,0.030
192,369,19,12,0.922,0.048,0.030
193,319,69,12,0.797,0.172,0.030
194,319,69,12,0.797,0.172,0.030
195,354,34,12,0.885,0.085,0.030
196,325,63,12,0.812,0.158,0.030
197,314,74,12,0.785,0.185,0.030
198,344,44,12,0.860,0.110,0.030
199,320,68,12,0.800,0.170,0.030
200,310,78,12,0.775,0.195,0.030
201,388,0,12,0.970,0.000,0.030
202,322,66,12,0.805,0.165,0.030
203,354,34,12,0.885,0.085,0.030
204,325,63,12,0.812,0.158,0.030
205,336,52,12,0.840,0.130,0.030
206,338,50,12,0.845,0.125,0.030
207,328,60,12,0.820,0.150,0.030
208,388,0,12,0.970,0.000,0.030
209,361,27,12,0.902,0.068,0.030
210,367,21,12,0.917,0.052,0.030
211,296,92,12,0.740,0.230,0.030
212,363,25,12,0.907,0.062,0.030
213,379,9,12,0.948,0.022,0.030
214,361,27,12,0.902,0.068,0.030
215,307,81,12,0.767,0.203,0.030
216,317,71,12,0.792,0.177,0.030
217,326,62,12,0.815,0.155,0.030
218,370,18,12,0.925,0.045,0.030
219,315,73,12,0.787,0.182,0.030
220,322,66,12,0.805,0.165,0.030
221,334,54,12,0.835,0.135,0.030
222,371,17,12,0.927,0.043,0.030
223,339,49,12,0.848,0.122,0.030
224,363,25,12,0.907,0.062,0.030
225,328,60,12,0.820,0.150,0.030
226,388,0,12,0.970,0.000,0.030
227,377,11,12,0.943,0.028,0.030
228,349,39,12,0.873,0.098,0.030
229,322,66,12,0.805,0.165,0.030
230,335,53,12,0.838,0.133,0.030
231,348,40,12,0.870,0.100,0.030
232,353,35,12,0.882,0.087,0.030
233,305,83,12,0.762,0.207,0.030
234,357,31,12,0.892,0.077,0.030
235,343,45,12,0.858,0.113,0.030
236,340,48,12,0.850,0.120,0.030
237,376,12,12,0.940,0.030,0.030
238,388,0,12,0.970,0.000,0.030
239,303,85,12,0.757,0.212,0.030
240,337,51,12,0.843,0.128,0.030
241,388,0,12,0.970,0.000,0.030
242,310,78,12,0.775,0.195,0.030
243,338,50,12,0.845,0.125,0.030
244,317,71,12,0.792,0.177,0.030
245,348,40,12,0.870,0.100,0.030
246,320,68,12,0.800,0.170,0.030
247,358,30,12,0.895,0.075,0.030
248,352,36,12,0.880,0.090,0.030
249,293,95,12,0.733,0.237,0.030
250,329,59,12,0.823,0.147,0.030
251,344,44,12,0.860,0.110,0.030
252,285,103,12,0.713,0.258,0.030
253,299,89,12,0.748,0.223,0.030
254,320,68,12,0.800,0.170,0.030
255,347,41,12,0.868,0.102,0.030
256,339,49,12,0.848,0.122,0.030
257,357,31,12,0.892,0.077,0.030
258,325,63,12,0.812,0.158,0.030
259,342,46,12,0.855,0.115,0.030
260,348,40,12,0.870,0.100,0.030
261,307,81,12,0.767,0.203,0.030
262,303,85,12,0.757,0.212,0.030
263,315,73,12,0.787,0.182,0.030
264,359,29,12,0.897,0.072,0.030
265,309,79,12,0.772,0.198,0.030
266,308,80,12,0.770,0.200,0.030
267,293,95,12,0.733,0.237,0.030
268,358,30,12,0.895,0.075,0.030
269,367,21,12,0.917,0.052,0.030
270,281,107,12,0.703,0.268,0.030
271,373,15,12,0.932,0.037,0.030
272,330,58,12,0.825,0.145,0.030
273,358,30,12,0.895,0.075,0.030
274,388,0,12,0.970,0.000,0.030
275,326,62,12,0.815,0.155,0.030
276,298,90,12,0.745,0.225,0.030
277,340,48,12,0.850,0.120,0.030
278,388,0,12,0.970,0.000,0.030
279,308,80,12,0.770,0.200,0.030
280,351,37,12,0.877,0.092,0.030
281,324,64,12,0.810,0.160,0.030
282,348,40,12,0.870,0.100,0.030
283,348,40,12,0.870,0.100,0.030
284,353,35,12,0.882,0.087,0.030
285,333,55,12,0.833,0.138,0.030
286,383,5,12,0.958,0.013,0.030
287,305,83,12,0.762,0.207,0.030
288,341,47,12,0.853,0.117,0.030
289,342,46,12,0.855,0.115,0.030
290,362,26,12,0.905,0.065,0.030
291,347,41,12,0.868,0.102,0.030
292,353,35,12,0.882,0.087,0.030
293,313,75,12,0.782,0.188,0.030
294,262,126,12,0.655,0.315,0.030
295,388,0,12,0.970,0.000,0.030
296,316,72,12,0.790,0.180,0.030
297,348,40,12,0.870,0.100,0.030
298,325,63,12,0.812,0.158,0.030
299,354,34,12,0.885,0.085,0.030
300,388,0,12,0.970,0.000,0.030
301,287,101,12,0.718,0.253,0.030
302,297,91,12,0.743,0.228,0.030
303,308,80,12,0.770,0.200,0.030
304,367,21,12,0.917,0.052,0.030
305,305,83,12,0.762,0.207,0.030
306,316,72,12,0.790,0.180,0.030
307,345,43,12,0.863,0.107,0.030
308,359,29,12,0.897,0.072,0.030
309,346,42,12,0.865,0.105,0.030
310,321,67,12,0.802,0.168,0.030
311,359,29,12,0.897,0.072,0.030
312,344,44,12,0.860,0.110,0.030
313,330,58,12,0.825,0.145,0.030
314,269,119,12,0.672,0.297,0.030
315,343,45,12,0.858,0.113,0.030
316,339,49,12,0.848,0.122,0.030
317,355,33,12,0.887,0.083,0.030
318,388,0,12,0.970,0.000,0.030
319,369,19,12,0.922,0.048,0.030
320,337,51,12,0.843,0.128,0.030
321,325,63,12,0.812,0.158,0.030
322,388,0,12,0.970,0.000,0.030
323,358,30,12,0.895,0.075,0.030
324,357,31,12,0.892,0.077,0.030
325,388,0,12,0.970,0.000,0.030
326,317,71,12,0.792,0.177,0.030
327,326,62,12,0.815,0.155,0.030
328,350,38,12,0.875,0.095,0.030
329,388,0,12,0.970,0.000,0.030
330,316,72,12,0.790,0.180,0.030
331,345,43,12,0.863,0.107,0.030
332,339,49,12,0.848,0.122,0.030
333,388,0,12,0.970,0.000,0.030
334,336,52,12,0.840,0.130,0.030
335,313,75,12,0.782,0.188,0.030
336,283,105,12,0.708,0.263,0.030
337,388,0,12,0.970,0.000,0.030
338,370,18,12,0.925,0.045,0.030
339,305,83,12,0.762,0.207,0.030
340,295,93,12,0.738,0.233,0.030
341,364,24,12,0.910,0.060,0.030
342,388,0,12,0.970,0.000,0.030
343,318,70,12,0.795,0.175,0.030
344,353,35,12,0.882,0.087,0.030
345,323,65,12,0.807,0.163,0.030
346,342,46,12,0.855,0.115,0.030
347,310,78,12,0.775,0.195,0.030
348,307,81,12,0.767,0.203,0.030
349,337,51,12,0.843,0.128,0.030
350,309,79,12,0.772,0.198,0.030
351,352,36,12,0.880,0.090,0.030
352,284,104,12,0.710,0.260,0.030
353,319,69,12,0.797,0.172,0.030
354,308,80,12,0.770,0.200,0.030
355,313,75,12,0.782,0.188,0.030
356,370,18,12,0.925,0.045,0.030
357,307,81,12,0.767,0.203,0.030
358,337,51,12,0.843,0.128,0.030
359,388,0,12,0.970,0.000,0.030
360,332,56,12,0.830,0.140,0.030
361,340,48,12,0.850,0.120,0.030
362,316,72,12,0.790,0.180,0.030
363,327,61,12,0.818,0.152,0.030
364,388,0,12,0.970,0.000,0.030
365,345,43,12,0.863,0.107,0.030
366,321,67,12,0.802,0.168,0.030
367,388,0,12,0.970,0.000,0.030
368,305,83,12,0.762,0.207,0.030
369,343,45,12,0.858,0.113,0.030
370,388,0,12,0.970,0.000,0.030
371,354,34,12,0.885,0.085,0.030
372,314,74,12,0.785,0.185,0.030
373,353,35,12,0.882,0.087,0.030
374,388,0,12,0.970,0.000,0.030
375,307,81,12,0.767,0.203,0.030
376,350,38,12,0.875,0.095,0.030
377,298,90,12,0.745,0.225,0.030
378,357,31,12,0.892,0.077,0.030
379,354,34,12,0.885,0.085,0.030
380,357,31,12,0.892,0.077,0.030
381,342,46,12,0.855,0.115,0.030
382,388,0,12,0.970,0.000,0.030
383,311,77,12,0.777,0.193,0.030
384,306,82,12,0.765,0.205,0.030
385,347,41,12,0.868,0.102,0.030
386,358,30,12,0.895,0.075,0.030
387,303,85,12,0.757,0.212,0.030
388,346,42,12,0.865,0.105,0.030
389,310,78,12,0.775,0.195,0.030
390,345,43,12,0.863,0.107,0.030
391,296,92,12,0.740,0.230,0.030
392,311,77,12,0.777,0.193,0.030
393,355,33,12,0.887,0.083,0.030
394,358,30,12,0.895,0.075,0.030
395,323,65,12,0.807,0.163,0.030
396,338,50,12,0.845,0.125,0.030
397,333,55,12,0.833,0.138,0.030
398,388,0,12,0.970,0.000,0.030
399,388,0,12,0.970,0.000,0.030
400,282,106,12,0.705,0.265,0.030
401,348,40,12,0.870,0.100,0.030
402,345,43,12,0.863,0.107,0.030
403,358,30,12,0.895,0.075,0.030
404,318,70,12,0.795,0.175,0.030
405,351,37,12,0.877,0.092,0.030
406,375,13,12,0.938,0.033,0.030
407,378,10,12,0.945,0.025,0.030
408,357,31,12,0.892,0.077,0.030
409,388,0,12,0.970,0.000,0.030
410,362,26,12,0.905,0.065,0.030
411,388,0,12,0.970,0.000,0.030
412,356,32,12,0.890,0.080,0.030
413,333,55,12,0.833,0.138,0.030
414,338,50,12,0.845,0.125,0.030
415,388,0,12,0.970,0.000,0.030
416,388,0,12,0.970,0.000,0.030
417,296,92,12,0.740,0.230,0.030
418,317,71,12,0.792,0.177,0.030
419,327,61,12,0.818,0.152,0.030
420,342,46,12,0.855,0.115,0.030
421,388,0,12,0.970,0.000,0.030
422,370,18,12,0.925,0.045,0.030
423,337,51,12,0.843,0.128,0.030
424,353,35,12,0.882,0.087,0.030
425,343,45,12,0.858,0.113,0.030
426,321,67,12,0.802,0.168,0.030
427,366,22,12,0.915,0.055,0.030
428,301,87,12,0.752,0.217,0.030
429,351,37,12,0.877,0.092,0.030
430,345,43,12,0.863,0.107,0.030
431,345,43,12,0.863,0.107,0.030
432,344,44,12,0.860,0.110,0.030
433,344,44,12,0.860,0.110,0.030
434,323,65,12,0.807,0.163,0.030
435,317,71,12,0.792,0.177,0.030
436,316,72,12,0.790,0.180,0.030
437,351,37,12,0.877,0.092,0.030
438,346,42,12,0.865,0.105,0.030
439,317,71,12,0.792,0.177,0.030
440,388,0,12,0.970,0.000,0.030
441,320,68,12,0.800,0.170,0.030
442,352,36,12,0.880,0.090,0.030
443,330,58,12,0.825,0.145,0.030
444,326,62,12,0.815,0.155,0.030
445,352,36,12,0.880,0.090,0.030
446,306,82,12,0.765,0.205,0.030
447,388,0,12,0.970,0.000,0.030
448,300,88,12,0.750,0.220,0.030
449,323,65,12,0.807,0.163,0.030
450,375,13,12,0.938,0.033,0.030
451,388,0,12,0.970,0.000,0.030
452,321,67,12,0.802,0.168,0.030
453,388,0,12,0.970,0.000,0.030
454,317,71,12,0.792,0.177,0.030
455,353,35,12,0.882,0.087,0.030
456,306,82,12,0.765,0.205,0.030
457,336,52,12,0.840,0.130,0.030
458,388,0,12,0.970,0.000,0.030
459,313,75,12,0.782,0.188,0.030
460,388,0,12,0.970,0.000,0.030
461,384,4,12,0.960,0.010,0.030
462,388,0,12,0.970,0.000,0.030
463,370,18,12,0.925,0.045,0.030
464,262,126,12,0.655,0.315,0.030
465,388,0,12,0.970,0.000,0.030
466,281,107,12,0.703,0.268,0.030
467,346,42,12,0.865,0.105,0.030
468,347,41,12,0.868,0.102,0.030
469,313,75,12,0.782,0.188,0.030
470,297,91,12,0.743,0.228,0.030
471,329,59,12,0.823,0.147,0.030
472,388,0,12,0.970,0.000,0.030
473,388,0,12,0.970,0.000,0.030
474,326,62,12,0.815,0.155,0.030
475,315,73,12,0.787,0.182,0.030
476,363,25,12,0.907,0.062,0.030
477,320,68,12,0.800,0.170,0.030
478,341,47,12,0.853,0.117,0.030
479,388,0,12,0.970,0.000,0.030
480,388,0,12,0.970,0.000,0.030
481,388,0,12,0.970,0.000,0.030
482,307,81,12,0.767,0.203,0.030
483,356,32,12,0.890,0.080,0.030
484,304,84,12,0.760,0.210,0.030
485,359,29,12,0.897,0.072,0.030
486,325,63,12,0.812,0.158,0.030
487,312,76,12,0.780,0.190,0.030
488,346,42,12,0.865,0.105,0.030
489,361,27,12,0.902,0.068,0.030
490,336,52,12,0.840,0.130,0.030
491,340,48,12,0.850,0.120,0.030
492,366,22,12,0.915,0.055,0.030
493,322,66,12,0.805,0.165,0.030
494,352,36,12,0.880,0.090,0.030
495,342,46,12,0.855,0.115,0.030
496,335,53,12,0.838,0.133,0.030
497,344,44,12,0.860,0.110,0.030
498,388,0,12,0.970,0.000,0.030
499,355,33,12,0.887,0.083,0.030
500,297,91,12,0.743,0.228,0.030
501,307,81,12,0.767,0.203,0.030
502,325,63,12,0.812,0.158,0.030
503,362,26,12,0.905,0.065,0.030
504,354,34,12,0.885,0.085,0.030
505,358,30,12,0.895,0.075,0.030
506,314,74,12,0.785,0.185,0.030
507,343,45,12,0.858,0.113,0.030
508,312,76,12,0.780,0.190,0.030
509,306,82,12,0.765,0.205,0.030
510,331,57,12,0.828,0.142,0.030
511,355,33,12,0.887,0.083,0.030
512,339,49,12,0.848,0.122,0.030
513,295,93,12,0.738,0.233,0.030
514,300,88,12,0.750,0.220,0.030
515,388,0,12,0.970,0.000,0.030
516,357,31,12,0.892,0.077,0.030
517,339,49,12,0.848,0.122,0.030
518,388,0,12,0.970,0.000,0.030
519,308,80,12,0.770,0.200,0.030
520,334,54,12,0.835,0.135,0.030
521,355,33,12,0.887,0.083,0.030
522,326,62,12,0.815,0.155,0.030
523,300,88,12,0.750,0.220,0.030
524,343,45,12,0.858,0.113,0.030
525,388,0,12,0.970,0.000,0.030
526,306,82,12,0.765,0.205,0.030
527,349,39,12,0.873,0.098,0.030
528,388,0,12,0.970,0.000,0.030
529,374,14,12,0.935,0.035,0.030
530,327,61,12,0.818,0.152,0.030
531,353,35,12,0.882,0.087,0.030
532,310,78,12,0.775,0.195,0.030
533,340,48,12,0.850,0.120,0.030
534,327,61,12,0.818,0.152,0.030
535,318,70,12,0.795,0.175,0.030
536,388,0,12,0.970,0.000,0.030
537,388,0,12,0.970,0.000,0.030
538,304,84,12,0.760,0.210,0.030
539,388,0,12,0.970,0.000,0.030
540,306,82,12,0.765,0.205,0.030
541,322,66,12,0.805,0.165,0.030
542,388,0,12,0.970,0.000,0.030
543,334,54,12,0.835,0.135,0.030
544,326,62,12,0.815,0.155,0.030
545,295,93,12,0.738,0.233,0.030
546,320,68,12,0.800,0.170,0.030
547,343,45,12,0.858,0.113,0.030
548,388,0,12,0.970,0.000,0.030
549,388,0,12,0.970,0.000,0.030
550,272,116,12,0.680,0.290,0.030
551,349,39,12,0.873,0.098,0.030
552,339,49,12,0.848,0.122,0.030
553,333,55,12,0.833,0.138,0.030
554,317,71,12,0.792,0.177,0.030
555,361,27,12,0.902,0.068,0.030
556,342,46,12,0.855,0.115,0.030
557,388,0,12,0.970,0.000,0.030
558,388,0,12,0.970,0.000,0.030
559,381,7,12,0.953,0.018,0.030
560,308,80,12,0.770,0.200,0.030
561,362,26,12,0.905,0.065,0.030
562,377,11,12,0.943,0.028,0.030
563,329,59,12,0.823,0.147,0.030
564,351,37,12,0.877,0.092,0.030
565,343,45,12,0.858,0.113,0.030
566,388,0,12,0.970,0.000,0.030
567,347,41,12,0.868,0.102,0.030
568,319,69,12,0.797,0.172,0.030
569,301,87,12,0.752,0.217,0.030
570,348,40,12,0.870,0.100,0.030
571,352,36,12,0.880,0.090,0.030
572,345,43,12,0.863,0.107,0.030
573,341,47,12,0.853,0.117,0.030
574,388,0,12,0.970,0.000,0.030
575,355,33,12,0.887,0.083,0.030
576,328,60,12,0.820,0.150,0.030
577,351,37,12,0.877,0.092,0.030
578,355,33,12,0.887,0.083,0.030
579,363,25,12,0.907,0.062,0.030
580,342,46,12,0.855,0.115,0.030
581,306,82,12,0.765,0.205,0.030
582,374,14,12,0.935,0.035,0.030
583,343,45,12,0.858,0.113,0.030
584,304,84,12,0.760,0.210,0.030
585,388,0,12,0.970,0.000,0.030
586,370,18,12,0.925,0.045,0.030
587,314,74,12,0.785,0.185,0.030
588,338,50,12,0.845,0.125,0.030
589,388,0,12,0.970,0.000,0.030
590,377,11,12,0.943,0.028,0.030
591,304,84,12,0.760,0.210,0.030
592,299,89,12,0.748,0.223,0.030
593,262,126,12,0.655,0.315,0.030
594,309,79,12,0.772,0.198,0.030
595,352,36,12,0.880,0.090,0.030
596,352,36,12,0.880,0.090,0.030
597,388,0,12,0.970,0.000,0.030
598,363,25,12,0.907,0.062,0.030
599,368,20,12,0.920,0.050,0.030
600,311,77,12,0.777,0.193,0.030
601,388,0,12,0.970,0.000,0.030
602,323,65,12,0.807,0.163,0.030
603,355,33,12,0.887,0.083,0.030
604,299,89,12,0.748,0.223,0.030
605,327,61,12,0.818,0.152,0.030
606,352,36,12,0.880,0.090,0.030
607,355,33,12,0.887,0.083,0.030
608,338,50,12,0.845,0.125,0.030
609,350,38,12,0.875,0.095,0.030
610,273,115,12,0.682,0.287,0.030
611,388,0,12,0.970,0.000,0.030
612,322,66,12,0.805,0.165,0.030
613,347,41,12,0.868,0.102,0.030
614,291,97,12,0.728,0.242,0.030
615,317,71,12,0.792,0.177,0.030
616,337,51,12,0.843,0.128,0.030
617,318,70,12,0.795,0.175,0.030
618,340,48,12,0.850,0.120,0.030
619,388,0,12,0.970,0.000,0.030
620,323,65,12,0.807,0.163,0.030
621,388,0,12,0.970,0.000,0.030
622,359,29,12,0.897,0.072,0.030
623,352,36,12,0.880,0.090,0.030
624,297,91,12,0.743,0.228,0.030
625,354,34,12,0.885,0.085,0.030
626,314,74,12,0.785,0.185,0.030
627,304,84,12,0.760,0.210,0.030
628,323,65,12,0.807,0.163,0.030
629,358,30,12,0.895,0.075,0.030
630,350,38,12,0.875,0.095,0.030
631,340,48,12,0.850,0.120,0.030
632,293,95,12,0.733,0.237,0.030
633,388,0,12,0.970,0.000,0.030
634,388,0,12,0.970,0.000,0.030
635,370,18,12,0.925,0.045,0.030
636,383,5,12,0.958,0.013,0.030
637,388,0,12,0.970,0.000,0.030
638,325,63,12,0.812,0.158,0.030
639,388,0,12,0.970,0.000,0.030
640,333,55,12,0.833,0.138,0.030
641,351,37,12,0.877,0.092,0.030
642,356,32,12,0.890,0.080,0.030
643,360,28,12,0.900,0.070,0.030
644,388,0,12,0.970,0.000,0.030
645,321,67,12,0.802,0.168,0.030
646,319,69,12,0.797,0.172,0.030
647,364,24,12,0.910,0.060,0.030
648,344,44,12,0.860,0.110,0.030
649,352,36,12,0.880,0.090,0.030
650,375,13,12,0.938,0.033,0.030
651,388,0,12,0.970,0.000,0.030
652,312,76,12,0.780,0.190,0.030
653,331,57,12,0.828,0.142,0.030
654,318,70,12,0.795,0.175,0.030
655,311,77,12,0.777,0.193,0.030
656,311,77,12,0.777,0.193,0.030
657,388,0,12,0.970,0.000,0.030
658,364,24,12,0.910,0.060,0.030
659,366,22,12,0.915,0.055,0.030
660,326,62,12,0.815,0.155,0.030
661,329,59,12,0.823,0.147,0.030
662,388,0,12,0.970,0.000,0.030
663,314,74,12,0.785,0.185,0.030
664,327,61,12,0.818,0.152,0.030
665,388,0,12,0.970,0.000,0.030
666,320,68,12,0.800,0.170,0.030
667,318,70,12,0.795,0.175,0.030
668,327,61,12,0.818,0.152,0.030
669,335,53,12,0.838,0.133,0.030
670,348,40,12,0.870,0.100,0.030
671,358,30,12,0.895,0.075,0.030
672,349,39,12,0.873,0.098,0.030
673,340,48,12,0.850,0.120,0.030
674,354,34,12,0.885,0.085,0.030
675,359,29,12,0.897,0.072,0.030
676,327,61,12,0.818,0.152,0.030
677,363,25,12,0.907,0.062,0.030
678,304,84,12,0.760,0.210,0.030
679,327,61,12,0.818,0.152,0.030
680,388,0,12,0.970,0.000,0.030
681,332,56,12,0.830,0.140,0.030
682,357,31,12,0.892,0.077,0.030
683,373,15,12,0.932,0.037,0.030
684,348,40,12,0.870,0.100,0.030
685,290,98,12,0.725,0.245,0.030
686,388,0,12,0.970,0.000,0.030
687,388,0,12,0.970,0.000,0.030
688,388,0,12,0.970,0.000,0.030
689,307,81,12,0.767,0.203,0.030
690,301,87,12,0.752,0.217,0.030
691,302,86,12,0.755,0.215,0.030
692,328,60,12,0.820,0.150,0.030
693,351,37,12,0.877,0.092,0.030
694,355,33,12,0.887,0.083,0.030
695,388,0,12,0.970,0.000,0.030
696,325,63,12,0.812,0.158,0.030
